adj,adjneg
0.1927797794342041,0.0006594657897949219
0.0005941390991210938,0.0007038116455078125
0.0004410743713378906,0.0006687641143798828
0.0004551410675048828,0.000461578369140625
0.0003876686096191406,0.0005915164947509766
0.0003859996795654297,0.0006451606750488281
0.0003237724304199219,0.0007009506225585938
0.00032806396484375,0.000652313232421875
0.0004851818084716797,0.0006365776062011719
0.0005767345428466797,0.0005450248718261719
0.0004475116729736328,0.0006086826324462891
0.0005276203155517578,0.0005872249603271484
0.00034546852111816406,0.0006680488586425781
0.0004558563232421875,0.00046753883361816406
0.0003349781036376953,0.0006661415100097656
0.00045037269592285156,0.0005083084106445312
0.00037550926208496094,0.0006809234619140625
0.0003304481506347656,0.0005896091461181641
0.00032711029052734375,0.0006639957427978516
0.0003387928009033203,0.0005970001220703125
0.0003662109375,0.00054931640625
0.0004885196685791016,0.0007314682006835938
0.0003237724304199219,0.0006632804870605469
0.0003490447998046875,0.0006287097930908203
0.0003337860107421875,0.0006361007690429688
0.0003600120544433594,0.0006041526794433594
0.00033926963806152344,0.0005440711975097656
0.00033926963806152344,0.0006036758422851562
0.0003848075866699219,0.0006146430969238281
0.0003693103790283203,0.0005524158477783203
0.0003414154052734375,0.0006365776062011719
0.00034117698669433594,0.0006315708160400391
0.0003809928894042969,0.00064849853515625
0.0003478527069091797,0.0006756782531738281
0.00037360191345214844,0.0006992816925048828
0.00034332275390625,0.0005917549133300781
0.0004379749298095703,0.0005304813385009766
0.00032901763916015625,0.0005748271942138672
0.000453948974609375,0.0003814697265625
0.00033545494079589844,0.0006346702575683594
0.00034928321838378906,0.0006289482116699219
0.0004019737243652344,0.0006003379821777344
0.0003845691680908203,0.0005333423614501953
0.0004086494445800781,0.0005207061767578125
0.00034308433532714844,0.0006344318389892578
0.00040531158447265625,0.0005180835723876953
0.00040149688720703125,0.0005228519439697266
0.00041413307189941406,0.000576019287109375
0.0004062652587890625,0.0005269050598144531
0.0003600120544433594,0.0006823539733886719
0.00045299530029296875,0.0005366802215576172
0.0004572868347167969,0.0004849433898925781
0.0003523826599121094,0.0006649494171142578
0.0003452301025390625,0.0006084442138671875
0.0003914833068847656,0.0004987716674804688
0.00036406517028808594,0.00044274330139160156
0.0003733634948730469,0.0005331039428710938
0.00034928321838378906,0.000453948974609375
0.0003795623779296875,0.0006339550018310547
0.00041222572326660156,0.0005881786346435547
0.00042057037353515625,0.0006268024444580078
0.00038623809814453125,0.0006284713745117188
0.00035643577575683594,0.0005869865417480469
0.0004458427429199219,0.0005347728729248047
0.0003600120544433594,0.0006177425384521484
0.0004291534423828125,0.0005509853363037109
0.0003619194030761719,0.0005960464477539062
0.0004868507385253906,0.0006728172302246094
0.0004870891571044922,0.0005412101745605469
0.0003409385681152344,0.0006041526794433594
0.0003504753112792969,0.0006215572357177734
0.0003387928009033203,0.0006000995635986328
0.0003180503845214844,0.0007505416870117188
0.0004260540008544922,0.0006716251373291016
0.0003483295440673828,0.0007185935974121094
0.00038552284240722656,0.0006678104400634766
0.0003578662872314453,0.0006089210510253906
0.00032019615173339844,0.0005745887756347656
0.0003292560577392578,0.0006856918334960938
0.00037097930908203125,0.0005023479461669922
0.0004019737243652344,0.0006544589996337891
0.00036144256591796875,0.0005741119384765625
0.00033736228942871094,0.0006120204925537109
0.00034689903259277344,0.0005567073822021484
0.0003376007080078125,0.0006303787231445312
0.0003185272216796875,0.0006313323974609375
0.0003275871276855469,0.0006291866302490234
0.0003428459167480469,0.0006384849548339844
0.0003337860107421875,0.0006313323974609375
0.00037479400634765625,0.0006349086761474609
0.00036263465881347656,0.0005736351013183594
0.0003502368927001953,0.0006806850433349609
0.00042438507080078125,0.0005404949188232422
0.0003342628479003906,0.0006263256072998047
0.00033545494079589844,0.0006117820739746094
0.00034356117248535156,0.0007131099700927734
0.0003600120544433594,0.0005176067352294922
0.0003466606140136719,0.0006108283996582031
0.00032901763916015625,0.0006158351898193359
0.00037026405334472656,0.0005953311920166016
0.0004363059997558594,0.000667572021484375
0.00039577484130859375,0.0006468296051025391
0.0003509521484375,0.0006551742553710938
0.0003230571746826172,0.0006840229034423828
0.00032639503479003906,0.0006387233734130859
0.00033783912658691406,0.0006232261657714844
0.0003368854522705078,0.0006051063537597656
0.000331878662109375,0.0005471706390380859
0.0003294944763183594,0.0006489753723144531
0.0003275871276855469,0.0007677078247070312
0.0003311634063720703,0.0005962848663330078
0.0003337860107421875,0.0005741119384765625
0.0003466606140136719,0.0005359649658203125
0.00034046173095703125,0.0006320476531982422
0.00035262107849121094,0.0005719661712646484
0.0003440380096435547,0.0007171630859375
0.00038242340087890625,0.0007393360137939453
